City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Weather
200,Ishinomaki,JP,2021-07-24 22:26:48,38.4167,141.3,78.8,82,9,3.36,clear sky
201,Kotovo,RU,2021-07-24 22:26:48,50.3211,44.8012,66.34,60,66,4.59,broken clouds
202,Touros,BR,2021-07-24 22:26:48,-5.1989,-35.4608,76.1,73,12,17.11,few clouds
203,Kyabram,AU,2021-07-24 22:26:49,-36.3167,145.05,39.87,92,25,10.07,light rain
204,Khani,GE,2021-07-24 22:26:49,41.9563,42.9566,63.97,98,100,0.74,overcast clouds
205,Tarata,BO,2021-07-24 22:26:49,-17.6167,-66.0167,69.22,39,6,7.07,clear sky
206,Logan,US,2021-07-24 22:26:49,41.7355,-111.8344,100.85,11,1,4.0,clear sky
207,Kyzyl-Mazhalyk,RU,2021-07-24 22:26:49,51.1333,90.6,60.82,92,100,2.39,overcast clouds
208,Saint-Philippe,RE,2021-07-24 22:26:50,-21.3585,55.7679,67.55,79,37,4.97,light rain
209,Plyussa,RU,2021-07-24 22:26:50,58.4308,29.3654,52.7,69,7,0.69,clear sky
210,Burnie,AU,2021-07-24 22:26:50,-41.0667,145.9167,41.92,67,18,15.48,few clouds
211,Fort Nelson,CA,2021-07-24 22:26:50,58.8053,-122.7002,72.99,35,75,11.5,broken clouds
212,Pacific Grove,US,2021-07-24 22:26:51,36.6177,-121.9166,90.81,76,1,5.01,clear sky
213,Coquimbo,CL,2021-07-24 22:26:51,-29.9533,-71.3436,56.93,76,40,6.91,scattered clouds
214,Te Anau,NZ,2021-07-24 22:26:51,-45.4167,167.7167,43.09,84,100,2.3,moderate rain
215,Codrington,AU,2021-07-24 22:26:51,-38.2667,141.9667,43.54,73,87,19.26,overcast clouds
216,Petropavlovsk-Kamchatskiy,RU,2021-07-24 22:26:51,53.0452,158.6483,59.59,100,90,4.47,overcast clouds
